1	1023	3450.39100684262	23.928641251221897
4	1323	5346.523053665911	24.104308390022677
7	452	13955.752212389381	27.303097345132745
10	1443	3813.5481635481638	23.41787941787942
13	1120	34500.49107142857	23.448214285714286
14	1397	8426.521116678598	23.534001431639226
16	1084	14871.909594095941	24.724169741697416
17	1687	2413.604030823948	25.240663900414937
19	823	19815.370595382745	24.816524908869987
20	1088	5125.091911764706	24.96323529411765
31	1091	21530.247479376718	25.445462878093494
32	1903	2288.097740409879	25.66684182869154
39	1808	3017.0353982300885	25.710730088495577
41	1275	1517.450980392157	24.44078431372549
50	1061	3915.7869934024507	24.508011310084825
53	1143	21643.13210848644	24.920384951881015
54	2141	3610.0186828584774	25.507239607659972
56	1297	1569.0439475713185	24.919814957594447
60	1716	2259.0034965034965	23.458041958041957
61	2432	2270.579769736842	24.284128289473685
62	42	500.0	25.714285714285715
63	269	2850.9293680297396	25.643122676579925
64	35	630.0	26.228571428571428
65	1183	904.268808114962	23.427726120033814
66	1718	2103.6088474970898	24.969732246798603
67	837	10461.230585424133	24.930704898446834
68	1766	8895.073612684031	25.877689694224234
76	364	18072.39010989011	26.12912087912088
80	865	4041.098265895954	24.34450867052023
83	1433	2342.4633635729238	25.694347522679692
189	828	4244.021739130435	24.353864734299517
308	1700	5086.35294117647	25.108823529411765
317	83	586.144578313253	24.626506024096386
318	51	551.9607843137255	25.647058823529413
319	164	705.4878048780488	26.213414634146343
322	76	506.57894736842104	25.394736842105264
330	1009	2200.5450941526265	25.421209117938552
332	95	1045.2631578947369	25.021052631578947
335	1233	2367.8426601784267	25.232765612327658
336	1695	1473.2153392330383	25.231858407079645
337	438	520.8904109589041	26.947488584474886
338	356	518.2584269662922	24.65449438202247
341	1337	6836.05086013463	25.172774869109947
347	241	2735.8921161825724	26.672199170124482
349	1286	2060.2643856920686	26.36547433903577
350	1610	6653.416149068323	26.408695652173915
351	819	1949.3894993894994	25.33943833943834
353	2468	4850.405186385738	25.348865478119937
2012	1030	3170.5339805825242	26.40970873786408
2013	47	572.3404255319149	25.914893617021278
2017	463	510.3671706263499	26.563714902807774
2018	465	528.1720430107526	25.96559139784946
2019	428	500.35046728971963	25.161214953271028
2020	423	513.2387706855792	26.30496453900709
2076	1480	1065.945945945946	24.42297297297297
2149	433	583.1408775981524	25.824480369515012
